Id,Prediction
44237362,1
322568758,0
612106811,0
78479932,0
2671684362,0
583959102,1
2262172225,1
509575747,0
2562785860,0
1198921142,0
1478722118,0
2747466311,1
117752686,0
18612811,0
2705457740,1
354943567,1
2383282770,0
1262338147,0
2597651028,1
1585807957,1
17498710,0
31511993,0
214246683,0
1364755034,1
34832987,1
547226205,0
27165278,0
23986784,0
745597712,1
90309218,0
5243491,1
34701925,1
419856999,0
72516201,1
2279719015,0
54362733,0
48513128,0
15411987,1
2901705509,0
2556119519,1
146810481,0
103547512,1
2983250024,0
2280915578,1
2441470153,0
78381692,1
391086718,0
2239882746,0
2756149890,0
239993475,0
604930692,0
2896003718,0
145195116,1
18934551,1
473006732,0
1242268303,1
981705024,0
1638531732,1
2769552022,0
84278947,0
456786587,1
1625817756,0
64596762,0
383550110,1
599659973,0
38208161,0
25330342,1
2364867240,0
2594990065,0
105611947,0
2584183468,0
382501549,1
971244210,1
1594065588,1
351503029,1
200835768,1
122094265,0
9929402,1
2678302080,0
1270612669,1
1273168574,1
2165179071,0
871269056,1
941643211,0
1195377354,0
68190923,1
2923299532,1
468806434,0
582255311,1
256137850,0
19939448,0
2393211602,1
956760787,0
824677838,0
168198870,1
362382040,0
1086784220,0
487785181,1
1417590031,0
2951228197,0
1571521248,0
30278370,1
151060603,1
518128357,1
391578343,1
257032936,0
2907750524,0
47382653,1
2988485416,0
21791474,1
2917761779,0
2935321142,0
1735754485,1
42173174,1
385264425,0
304087802,1
229671675,1
588743420,1
446626998,0
2441904896,0
2764243713,1
1558086402,1
1713797533,0
20480772,1
315883649,0
26280712,1
25420083,1
1398506250,0
1609368331,0
337216268,0
775488270,0
315556623,0
722993936,0
37290769,0
350356242,1
2709291795,0
918160148,1
89673460,1
2985755414,0
508986135,0
10322712,1
35980057,0
700384026,0
1285685138,0
30557777,0
2149739312,0
25789218,1
214958883,1
342786852,0
1373716614,0
2931393318,0
344163111,1
2161214251,0
450528044,0
631931693,0
2841248558,0
2620457775,0
488145712,0
211157811,1
980489694,0
92930871,1
179667768,0
1898611514,1
2925614559,0
31556412,0
520996088,0
57836350,1
998139631,0
303629120,0
2317484866,0
17728324,0
66159429,1
152601415,1
18187080,1
405962892,0
2311564087,0
1875673932,1
2471985997,0
2260042574,0
872661133,0
180945744,1
2820400083,0
940409683,1
1114178389,1
227372693,0
12845912,1
554784228,0
66290522,0
629474141,1
2535654240,0
61670242,0
15598436,1
44826769,1
199665472,0
1412601319,0
26182508,1
249854631,0
576684910,1
1155826543,0
247595890,0
842466164,0
2185407294,1
418338281,0
1435927417,0
2255487866,0
1340441467,0
383026046,1
590873471,0
531563392,0
1584628610,1
235176836,1
813889,1
234783625,1
2432271242,1
2302083979,0
2201245165,0
102498456,1
2976383890,0
1571357587,0
162825111,0
2983357252,0
90801050,1
98145775,1
194788273,0
25330590,1
166069154,1
1250373991,0
2158789540,0
537068453,1
2793374631,0
349504424,1
52888489,0
2362125127,1
19694509,0
2208203694,0
789087151,1
267453360,0
82281059,0
803767220,0
386204597,1
2426405815,1
107054008,1
123710177,0
1873878900,0
17171389,1
93881100,0
37094337,1
2196014018,1
41944003,1
204702660,1
118318404,0
167969735,0
69993418,0
246416331,0
89097165,0
1042763623,0
23659471,0
1543865299,0
44649195,0
2987656151,0
178586586,0
576947164,0
602014685,1
485540005,1
404432850,0
2316380796,0
358258171,0
16614373,0
218432486,1
188417000,0
1276216297,0
1310229482,1
330350759,0
2465530861,1
1121715182,1
165512178,0
1066370035,0
2891943181,0
305824757,1
959742968,1
475087019,0
455771142,1
236979207,1
1084490761,1
383878155,0
599294989,1
88835086,0
1077904399,0
30147600,1
326337553,0
304546834,1
2302602073,1
2506097688,0
2920554795,0
176981018,1
2990031023,0
323290140,1
2493547549,0
76547103,0
394986531,1
55739429,1
704414761,0
25330730,1
1271170093,0
2797693789,0
478381105,1
1691223091,0
39879732,1
438076469,0
558302262,0
493585463,0
257688632,1
439845945,0
774466399,0
1390445628,0
2988344381,0
2694153278,0
2976875583,0
65078337,0
19203138,0
458785860,0
18351173,0
1535149128,0
360875084,0
1070443362,1
269747278,1
656463,1
976371896,0
2985755730,0
739896163,0
2408940628,0
858915925,1
1099169556,0
102270039,1
233760738,0
414942299,1
889685084,0
30966877,0
1424131166,1
112493665,1
21693539,0
161416293,1
428475494,1
1481180264,0
63931498,0
30245995,0
797049966,0
270435439,1
705102961,1
423887986,1
304186483,1
155669383,0
21791861,0
506561656,0
21890170,0
33358971,0
1387955324,1
952337533,0
2520646783,1
2858419329,1
45384835,0
2354436145,0
334431366,1
894665863,1
378471561,1
14222474,1
338166923,0
1171880269,0
1889922433,0
28181649,0
1553433746,0
1284505795,0
567739540,0
7079062,1
14156952,1
20157576,0
1528595611,0
1410204828,1
2465596573,0
2465793182,0
2754998478,0
464214782,0
2314568866,1
238622235,1
937996968,0
408257701,0
1060504742,1
102073514,0
2712667307,0
750421164,0
14353581,1
586913309,0
65569968,0
106661042,1
17335475,1
2734228660,0
438764726,0
29852855,1
1691321528,0
209585337,0
261653690,1
10814652,1
155387069,1
96922485,1
230327491,1
2431648964,0
1706919109,0
259228871,1
363496648,0
562267339,0
19236044,1
24249549,0
115475662,1
700580045,0
21202128,0
129893585,1
447473687,0
25330900,1
989693143,0
368411864,1
191923419,1
17499356,0
2328003805,0
364053726,1
2987230431,0
19891425,0
17335522,1
19956963,0
580256997,0
16581863,1
94373098,1
60065004,0
185664749,0
189695214,1
2163541231,1
206734577,1
1062175987,0
28116213,1
17700393,0
14583032,1
2953250041,1
1656587514,1
190055675,0
1120011516,1
256181504,0
34095675,0
2988180739,0
2915360360,0
2695890183,0
33359112,1
65897738,1
1206040297,0
2920908044,0
471565581,0
144311568,1
549618961,0
2575140116,1
216433942,1
424445208,1
269387035,1
83820762,1
2985002271,0
534381856,1
961611043,1
202795910,0
1115686183,0
382502184,1
19102458,1
2991490346,0
2973926701,0
181929262,0
1705542960,1
1328350513,1
2897872178,0
566105651,0
140477748,0
304612662,0
238644105,1
37979451,1
1230842762,0
431785278,0
327124288,1
1705281,1
437812713,0
623401936,0
301176374,0
2454357318,0
117212489,1
2218788170,1
2988737867,0
467723862,1
2388362577,0
43124051,1
1325312910,0
26019158,1
2362180952,0
375063899,1
77104476,0
404489565,0
2336458080,0
2388028304,0
377718116,0
2204456425,0
90309990,1
1034517926,0
312739177,1
583402858,1
1309176097,1
1164721838,0
254838129,0
165021042,1
430900595,0
21288510,0
2987163881,0
1095566714,1
365921659,1
236520828,0
488867199,1
2988340985,0
15893889,0
387843461,0
1121224070,0
205784456,0
919634156,0
246318475,1
797148560,0
2415339727,0
2291729810,0
267093395,0
24413588,1
331055342,0
393741718,0
2986640794,0
204563745,1
503540447,0
1023509917,0
97781150,1
192415135,0
737117600,0
2438217968,0
22447523,1
600606116,0
1611814470,1
110101926,0
259539185,1
1041106346,0
116065708,1
29492654,0
601484189,0
86214064,1
939856939,0
2898134450,0
250119603,1
499025333,0
19269046,0
898804639,1
1018758588,0
133989821,1
893866898,0
33981887,0
14353856,1
2908613536,0
2964260290,0
28186187,0
511772101,0
117343688,0
48256588,0
288776352,0
2185070028,0
32179661,1
965051857,1
72582613,1
525501912,0
2654514084,0
342285724,0
2796848603,0
1852849248,0
437267365,1
63079904,1
30292003,0
2283046370,1
977247786,0
50759140,0
720340453,1
292750822,1
429942616,0
2485519851,1
291440110,0
2525610237,1
797148656,0
547128817,1
567641586,1
266733044,1
1581285630,0
278922742,0
1184239526,0
605652472,1
393643514,0
2827912701,0
225609214,0
30157795,0
298681856,1
47187457,1
29033986,1
956761603,1
83232260,0
899024389,1
26019334,1
16909832,1
565184012,0
551454227,0
44031875,1
78517849,0
15402520,1
2891417113,0
855541274,1
477136412,1
1360365085,0
360284421,0
324011552,0
274695713,1
2324137509,0
69666342,0
34343,1
489031208,1
861738588,1
848070186,1
242910763,1
940443180,0
1943045677,0
481429038,0
298168803,1
2575566385,0
2871699949,0
1592002099,1
407897652,1
884639286,1
338772233,1
411970484,0
34637373,1
14976574,1
14251303,1
195528258,0
21923395,0
36826038,0
2723386977,0
1380779592,0
20842058,1
2989000267,0
1906935372,1
62717119,0
178947662,0
277022288,1
287311442,0
331273827,1
420513364,0
2395637334,0
2989557335,0
29853272,1
32671321,0
1034192474,1
2224031323,0
1384547934,0
25331295,1
2382300768,0
1173545544,0
312373136,0
1408665188,1
2968323685,0
320341606,1
1355515496,1
23037545,1
437814890,1
18843243,1
28182125,0
1567164014,0
32307325,0
29099632,0
1686701682,1
35975198,0
2808514166,1
16418423,1
2179335800,0
1008502393,1
288495981,0
396297852,0
491738554,0
2762770050,0
2989113622,0
16364882,0
918252481,0
59624426,0
259622537,1
271593242,0
1651703659,0
1377044108,1
68530390,0
24249998,0
24298665,0
2240054929,0
635373205,1
792658201,0
2405205657,0
2348648090,1
23037595,0
237045404,1
1268056346,0
1723120189,0
116262559,1
2263221920,0
2965145249,0
29099682,1
138741411,0
954411974,0
16123558,0
714593905,0
233703081,1
2308376234,0
747142645,1
1016500106,1
1152517808,0
2827421362,0
322832051,1
853903028,1
86640309,0
2711193270,1
615941815,1
1463551674,1
2363655868,0
41322173,0
348279264,0
2890303167,0
64799008,1
14354116,1
1915852406,0
50890438,1
469796551,1
129861320,1
73533129,0
142509771,1
34670285,1
2214912271,0
314414712,1
324174115,0
23398101,0
1586661079,0
155156772,1
2161673947,1
121636572,1
605872945,0
72124126,0
128762149,1
346654432,1
2188897232,0
463144674,0
2987755235,0
1191151333,1
2389837542,1
300739537,1
1188886657,1
2949416683,0
583042796,1
372508398,0
49678064,1
91686641,1
37881587,1
2298971893,1
236619511,1
1421444856,1
204527231,0
1447233276,1
136839466,0
347357483,0
449218309,1
423125663,0
267884161,1
32671497,1
2841052939,0
2480080653,0
1107691278,0
96241423,1
57715672,0
54718853,0
2988430979,0
187303700,0
2428748078,0
776832792,1
14485277,1
181634846,0
46929565,0
69764897,0
197166882,0
2355768283,0
298813221,0
2989179185,0
290588458,1
348063532,0
271157037,1
2204206895,1
578783024,0
544868145,1
491849522,1
1941505843,0
2988672820,0
613451573,1
2716010295,1
2740913976,0
2889613620,0
296748858,1
278791998,0
49481536,1
342034243,1
72877892,0
315819845,1
2300741448,0
25331530,1
36407115,0
2366893026,0
607619848,0
1220052816,1
1425573715,1
41715540,1
1955320262,0
1628292379,0
429725327,0
155042106,0
188876638,1
58525541,1
177112935,1
15009640,1
2780414268,0
188188522,0
2921400171,0
26773362,1
822445940,1
54624574,0
1140721526,1
229377912,0
933222036,0
476447039,0
19564412,1
2363852669,0
2537949054,0
979255616,0
22448002,1
370247555,1
379422596,0
2855602057,1
420808586,1
833259404,1
602123245,0
840632208,1
29984657,0
2876213138,1
429492115,1
2443085716,1
79857557,1
354584470,1
70489753,0
2894235544,1
26019737,1
28180681,0
2516602105,0
40634268,1
2921400222,0
533366689,0
870778788,0
2377680805,0
2204115462,0
588941226,0
803440556,1
372639661,0
2446460846,1
26281903,0
1260062640,1
2366210376,0
5375922,1
2839258067,0
1347625358,0
25714728,0
1852868538,0
50476834,1
229556554,0
37972981,1
98895808,1
45975489,0
398559171,1
603097031,0
30279626,0
2838398923,0
31197133,1
22317007,0
98847722,0
1658816468,0
1635893582,0
2988541911,0
16746457,1
2809759707,1
18221023,1
133269472,0
359696356,1
15665127,1
40077289,0
1979484139,0
31524844,1
2331672914,0
472418286,1
2720114349,0
481560561,1
541016403,0
1543662590,1
84346871,0
272828408,1
82315259,0
363755318,0
32671744,0
2176132698,0
115607554,1
18618027,0
23398404,0
220430678,0
298551303,1
29034504,1
2722367500,1
61156354,0
21170191,1
457786964,0
2294777873,0
1092093972,1
542851417,0
738920474,1
567431352,0
451971101,0
442087785,0
144640032,1
1147045921,1
1977485346,1
2206936070,0
265553958,1
221448231,1
2768242728,0
25331753,1
166463530,1
37488683,1
219056172,0
2332788782,0
26019888,1
81397810,0
2976811059,0
2364508212,1
1070139445,1
763299894,0
270698551,1
2314897464,0
79857721,1
2330724411,0
2988378172,0
545516554,0
61605954,1
378570820,1
270141511,1
238323784,1
385690636,0
97781834,0
1027927525,0
294306146,1
1066675213,0
1703250000,0
299960403,0
327714900,0
352520278,1
357466468,0
2768635994,0
382419339,1
703432798,0
221743199,1
2164283067,1
289179748,0
65996903,0
27592809,0
220530794,1
1239189612,1
397019245,0
2288574476,0
2878133949,1
16877681,1
2751170676,1
2271086710,1
268109943,1
822160404,0
1721239674,0
275044031,0
808224894,1
518162560,0
238192769,0
635472002,0
2495449219,0
327977092,1
15430445,0
757762182,0
290097288,1
76130400,0
27003018,0
1580346391,0
19826829,1
764971152,0
1016236177,1
623020178,0
1022789779,1
2977564823,0
416552644,0
962300058,1
2605662575,0
24905884,1
342395039,1
7799152,1
80775331,0
288118470,1
324765863,0
1164373020,0
2840955050,0
15304877,1
2842200238,0
126686920,1
1384213140,0
12552372,0
2465597623,1
1152886662,0
90704057,0
42731707,0
2375682236,0
2987296959,0
834078912,1
2718758389,0
1336051908,0
398428358,0
361600716,1
2250475724,0
1260935083,0
74418383,1
1862273234,0
111053011,1
1449330900,1
94177494,0
171016569,0
2933262553,0
2324170970,1
200575195,0
295700700,1
2340208937,1
373459167,1
2275870944,1
167172114,0
80677091,1
19826916,0
423847797,0
95193321,1
2250279147,1
2414971123,0
430214529,0
1388251381,0
84510967,1
90916746,0
608667897,0
1677396218,0
2988902651,0
340330752,1
2171275521,0
426322057,0
429426948,1
1120130774,1
2779187462,0
1377143047,1
23003281,1
109086985,0
251332874,0
1027705099,1
291750274,0
81955086,1
1672120591,0
363923728,1
41866968,1
26054081,1
347292035,0
79005972,1
1058900245,1
427428118,0
2375125271,0
2678098200,0
2194588036,0
52506977,0
721029404,1
1481184986,0
2758838560,0
81463588,1
393087269,0
276138278,1
497846567,1
182913320,1
2745895209,1
106917801,0
208963885,1
365627694,0
16091439,0
18188593,0
634751283,0
90179893,1
43475065,0
406915384,0
433777716,0
2468088122,0
1883081024,0
45646219,1
19040580,1
143231302,1
328665415,0
119605576,1
216303947,1
1156811084,1
65046862,1
20220239,0
800885072,0
15698258,0
144083283,0
1717373269,0
18385238,0
1465289047,1
284756312,0
80611674,0
2908653915,1
1003456860,0
1078135134,1
1339820383,1
426281313,0
1242401125,0
235473254,0
232079761,0
2314799466,1
1696467307,0
987695468,1
170839863,0
219777396,1
2505542005,0
2922426261,0
2991019753,0
621250936,1
1925548410,1
534326335,0
24775038,0
358517121,0
259426691,1
53184901,1
140282246,1
164137352,1
225151371,0
48630156,1
615875264,0
369920399,0
1408862610,1
2726693267,0
1869321966,0
262179223,0
27199896,1
471665051,1
593398172,1
74353053,1
18123166,0
608414789,0
74353056,0
62687649,0
931236259,0
365755205,0
1259220038,1
26020262,1
340036007,0
1970309544,0
329051065,0
580186676,0
959056304,0
119179698,1
2980972979,0
189401524,1
32442805,1
347352137,0
33917368,1
1393461691,0
2882210236,0
213432763,0
81037759,1
528353728,1
127928769,1
197855682,1
634456517,1
471566792,0
463342025,1
1247691,1
527436237,1
979667408,0
919590648,1
370379218,1
252381651,0
114854357,1
19401174,1
1015417304,1
413241594,0
191990234,1
28552271,0
118524382,1
18909664,1
2985200099,0
626067941,1
87329254,1
114035175,0
198052328,1
201578236,0
1606486506,1
290308519,0
579308012,0
2461953106,0
256969198,1
94931440,1
2582479272,0
2299496947,1
2743863796,0
2900481325,0
2539116503,0
1949338104,1
47417849,1
307104250,1
169216507,1
432179708,1
460751274,1
2441054720,0
938707458,1
324150825,0
64358919,1
1226836489,1
322963979,1
1332844290,0
1015679504,1
309561873,0
2370734611,1
433523220,0
132975127,0
888113688,1
38013466,0
118327835,0
1970866716,0
1494354462,0
819071520,1
2963933729,0
767192155,0
983242502,0
2326039079,0
2466712104,1
851479081,1
392858154,0
50367020,0
1537083949,1
3550301,1
432114224,0
480696072,0
194578994,1
441172403,0
108399156,1
7408182,1
567675447,0
462260794,1
82741819,0
192940604,1
317131325,1
495520318,0
2991000127,0
597396033,1
712641090,0
41552452,0
103437036,0
215386694,1
400099911,1
26353061,0
98732619,1
1617594956,1
207358541,1
461215501,1
18451024,1
26263992,0
613485138,1
33533027,0
1315745833,0
242584151,0
2799340120,0
318704218,1
208308827,0
2900691548,0
2473165242,0
1046612576,0
429263457,0
422840930,0
415710826,0
324766310,1
36866664,0
256150122,1
19999847,0
516065903,1
204147314,0
14079763,1
2147584628,0
2626128501,1
267094646,1
214174332,1
377129597,0
1924827775,0
341576320,1
2757200514,0
875367044,1
553159303,0
270371465,0
1022855820,0
2654276238,0
1930168975,1
1665010320,1
493456021,0
38636183,1
2311981722,0
2966187119,0
498600605,1
250776222,0
1704495775,0
2790296226,0
348523173,0
552733350,0
617941671,0
38701739,1
2987166383,0
57477810,1
20449974,0
1520732856,1
2187176869,0
2860772926,0
452621577,0
342362815,1
902990528,0
16878273,0
2163968706,0
228330179,0
30673605,1
235624225,1
930581196,0
2169506509,0
2305360333,1
251988688,0
95445604,1
1163234006,1
290327256,0
70194980,1
1027640029,1
204311264,0
24658384,0
440301746,0
259623651,1
331090660,0
383318452,0
19663597,1
100698862,0
22874863,0
177277681,1
338657747,0
229435287,0
2279607032,0
704103056,0
711887611,0
873418074,0
537004797,1
20384511,1
2324889489,0
176294658,1
631789355,1
1531284229,1
251890439,0
2672528136,0
210897673,1
559057675,1
2612792076,0
463538959,0
79399697,1
29657874,0
292719382,0
819991982,0
2199063320,1
43387673,1
165219098,0
312871710,1
306023199,0
48597937,0
1115652571,0
31361831,0
20581164,1
388303661,0
710093960,0
2427783987,0
2813528887,0
2987952952,0
2280098617,0
345377594,1
72913439,0
2528643902,0
41417211,0
67275584,1
20941633,1
596216642,0
14584644,1
136186693,1
1361742662,0
1277168455,1
2184930237,0
345380663,1
2863827791,0
313232208,1
1175718738,1
1286695878,0
2375715668,0
349473622,1
40307547,1
87886684,0
361073505,0
2949640723,0
94636899,1
2988510052,0
221547365,1
153520998,0
389811047,0
34175082,0
279972714,1
14748524,1
464948078,0
538690488,0
383418856,0
284691318,0
52136823,1
1935870842,0
2535689083,1
2543618940,0
2225965949,0
1686473598,0
168692607,0
444959617,1
2238122883,0
372607876,0
6679702,0
65014662,1
3443591,1
312675210,0
25365387,1
18410736,0
2764177901,0
152603536,1
2309549208,0
18877330,1
127372181,1
106097817,1
26053528,1
42994585,1
19991450,1
194841502,1
336399266,0
15240100,1
449448870,0
1027141940,0
617614249,0
2964374002,0
129108913,1
2823982002,0
710151096,1
410169950,0
92605372,1
1273465789,0
1428982718,1
46042049,1
1247841218,0
146934723,0
380603334,1
511183815,1
1656294344,0
545721289,0
416222154,0
2672233420,0
1307478991,1
842009552,1
17711608,0
403174979,0
52464602,1
40799195,0
213912540,0
26545118,1
16793684,0
164301795,1
1675987940,0
128355302,0
15731687,0
2226981867,1
1526856602,0
2945747951,0
451914920,0
290360306,1
388631539,1
181797374,0
28896425,1
2560429049,0
64195578,0
614692593,1
97815548,1
548777130,0
9394732,1
2424474625,0
734923778,0
1478903520,0
432311300,1
2991112843,0
15633416,1
2987980234,0
1653804043,0
2581171213,1
21761038,1
249367567,0
622234641,1
56364051,1
175016981,1
2987756566,0
89951255,1
859376665,1
14617634,1
287496027,0
315132964,0
18139940,0
89885422,0
2988903465,0
245765150,1
40078379,1
223939629,1
10259502,1
319392815,1
298549768,0
857181234,1
17140787,1
1382517812,0
153095222,1
2272955447,0
303336504,0
870796099,0
162073660,0
1081871424,1
14243680,1
2986478659,0
373132356,0
1165462597,1
153488456,0
1727499337,0
1070599242,1
307334219,0
2877000780,0
589565005,0
2955414606,1
16826893,0
2899872848,0
129862738,1
1909787731,1
2987592790,1
2471812347,1
266463163,0
60394591,1
2164460641,0
2164034658,0
834470198,0
2382728292,1
2978655980,0
264047718,0
21007463,0
224332907,1
259886189,1
31624302,1
97553519,1
1072270448,1
126785384,0
44108914,1
269069502,0
774999158,0
1650808681,0
431721592,1
114560121,1
1115622523,0
111316094,0
2167311488,1
344992960,0
19795074,1
127044741,1
349408390,1
216546872,0
157381435,1
2745795095,0
1904446604,1
446303373,0
2502750713,0
2984512657,1
1325265768,0
76418196,1
2453310613,0
28413078,1
2878966935,0
202443928,0
2987936514,0
734320495,0
133401757,1
987892896,1
2520452257,1
2164067490,1
26119331,1
914295972,0
703335590,0
300816241,0
2909179050,0
221916359,0
2991426732,0
476482733,0
2736950447,0
1141083314,0
2434043059,1
917537310,0
26971321,0
60394684,0
1401187885,0
26053822,1
1592621449,0
25365696,1
391220418,1
410954955,0
373165252,1
2535918789,1
608931014,1
351472842,0
2699136204,0
14746146,0
36408526,0
586026191,0
838405328,0
1118309586,1
174689493,0
838569176,1
61836505,1
240684252,0
95262586,1
2984493605,0
1154886864,0
2256932070,1
580029672,1
583096188,1
983108844,1
2695400688,0
2350746866,1
211324147,1
1589729150,0
307924216,0
579397498,0
460885242,0
507746175,0
1275986474,0
252841215,0
2448198912,1
2923583848,0
915770629,1
322637063,0
43355400,1
60883500,0
598284162,1
67341582,1
362045815,0
2838203665,0
838634772,0
2329395758,0
133016793,0
1650134300,0
18877725,1
1370590494,1
2514652447,0
2364607776,0
440798497,1
625282338,0
2317323557,0
959548711,1
39702714,0
840371497,0
198217002,1
540937516,1
1701020210,0
14847279,1
854527280,0
2306280754,0
25136877,0
134778164,1
2520354103,1
461212984,1
2207892020,0
1117818174,0
2848730336,0
549195074,1
2884491147,0
1955892548,0
495684934,0
706547015,0
26676553,1
47549770,0
2920628791,0
1252003148,0
579538254,1
385879377,1
469699922,0
351112531,1
1140854102,0
2838842325,0
2205453659,0
1341820254,0
30051681,1
19828067,1
619810149,0
270742219,0
357928295,1
9178472,1
229936489,0
117874896,0
239570288,0
339119473,1
2837908851,0
70681150,1
27561335,1
2564590968,0
2607123833,0
1543638396,0
305170647,0
67669375,1
342166912,1
278269313,1
2508819842,0
431189227,0
2450001284,1
108989831,1
346197384,0
321064330,0
122260878,1
25464207,1
450235793,0
348851602,1
540741011,0
2286161300,0
455077102,0
2240449944,0
293126724,1
1120472474,1
256797935,0
1383665052,0
54791581,0
559465029,1
2459078048,0
1424395681,1
34835874,1
2970357119,0
298402374,1
262025183,0
2344547311,0
14585256,1
177966505,0
513766349,0
502336943,0
785157552,1
30608817,0
123342258,0
15338931,1
390991284,1
814943671,1
569306356,0
2707197370,0
848203196,0
1448709566,1
2835942847,0
24317377,1
2559410763,0
2220559812,1
2477395398,1
23825863,1
217779656,1
1318751690,1
2940276171,0
16747981,1
872680910,0
369869389,0
461671888,0
606637521,0
381243847,0
174886357,0
83111161,0
58363352,1
424742361,1
275353050,1
2436792911,0
1610408155,0
848072160,1
126534224,0
399969763,0
261000676,0
80809445,0
2760412646,0
238710012,1
2922089963,1
905019986,0
385945070,0
418057716,1
353561854,1
94115753,0
2991099384,0
608158292,1
2665287162,0
66260475,0
436178428,0
52366845,1
347540990,1
33983999,1
69897728,1
356879873,0
836261803,0
1478528516,1
24740438,0
606637574,0
915210564,0
807524268,1
955813387,0
312937997,1
118623758,1
22534061,1
115838481,0
2475298322,0
2348854531,0
238947864,0
782831130,0
77041180,1
931299930,1
2989589589,0
117542431,1
732532256,1
37359138,0
748064294,1
2240168540,1
448532010,0
2953293063,0
2229014060,1
213964722,0
284528175,1
16059952,1
1096551985,0
1178275382,0
613584439,0
185404984,0
58709940,0
1376194106,0
214208061,0
225349185,0
84676162,1
108760644,0
20155974,1
1680769633,0
885034568,1
1708887625,0
